"subject_id","story","strategy","generous_status_second","response","likert_rating"
"9b6b985c4c904e3372bb0e068c4600bc","meeting prep","alternating","just_met","annoyed",1
"9b6b985c4c904e3372bb0e068c4600bc","meeting prep","alternating","just_met","satisfied",3
"9b6b985c4c904e3372bb0e068c4600bc","coffee","repeating","higher","annoyed",1
"9b6b985c4c904e3372bb0e068c4600bc","coffee","repeating","higher","satisfied",5
"e43529cc8b6a1baa0a29e11dc186bff5","feedback","alternating","equal","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","feedback","alternating","equal","satisfied",1
"e43529cc8b6a1baa0a29e11dc186bff5","groceries","repeating","equal","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","groceries","repeating","equal","satisfied",6
"e43529cc8b6a1baa0a29e11dc186bff5","housemates","repeating","higher","annoyed",NA
"e43529cc8b6a1baa0a29e11dc186bff5","housemates","repeating","higher","satisfied",6
"e43529cc8b6a1baa0a29e11dc186bff5","police","repeating","lower","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","police","repeating","lower","satisfied",7
"e43529cc8b6a1baa0a29e11dc186bff5","weekend","repeating","lower","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","weekend","repeating","lower","satisfied",6
"e43529cc8b6a1baa0a29e11dc186bff5","gifts","alternating","just_met","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","gifts","alternating","just_met","satisfied",7
"e43529cc8b6a1baa0a29e11dc186bff5","architects","alternating","higher","annoyed",2
"e43529cc8b6a1baa0a29e11dc186bff5","architects","alternating","higher","satisfied",5
"e43529cc8b6a1baa0a29e11dc186bff5","family meals","repeating","equal","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","family meals","repeating","equal","satisfied",7
"e43529cc8b6a1baa0a29e11dc186bff5","babysitting","alternating","higher","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","babysitting","alternating","higher","satisfied",7
"e43529cc8b6a1baa0a29e11dc186bff5","meeting prep","alternating","just_met","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","meeting prep","alternating","just_met","satisfied",5
"e43529cc8b6a1baa0a29e11dc186bff5","scheduling","repeating","just_met","annoyed",3
"e43529cc8b6a1baa0a29e11dc186bff5","scheduling","repeating","just_met","satisfied",2
"e43529cc8b6a1baa0a29e11dc186bff5","concerts","repeating","just_met","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","concerts","repeating","just_met","satisfied",7
"e43529cc8b6a1baa0a29e11dc186bff5","coffee","alternating","lower","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","coffee","alternating","lower","satisfied",7
"e43529cc8b6a1baa0a29e11dc186bff5","fundraising","alternating","equal","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","fundraising","alternating","equal","satisfied",7
"e43529cc8b6a1baa0a29e11dc186bff5","restaurant","repeating","higher","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","restaurant","repeating","higher","satisfied",6
"e43529cc8b6a1baa0a29e11dc186bff5","group project","alternating","lower","annoyed",1
"e43529cc8b6a1baa0a29e11dc186bff5","group project","alternating","lower","satisfied",7
"f8b5f43349040753f2f006572bf54566","scheduling","alternating","lower","annoyed",1
"f8b5f43349040753f2f006572bf54566","scheduling","alternating","lower","satisfied",4
"f8b5f43349040753f2f006572bf54566","feedback","alternating","higher","annoyed",1
"f8b5f43349040753f2f006572bf54566","feedback","alternating","higher","satisfied",4
"f8b5f43349040753f2f006572bf54566","group project","repeating","higher","annoyed",1
"f8b5f43349040753f2f006572bf54566","group project","repeating","higher","satisfied",4
"f8b5f43349040753f2f006572bf54566","concerts","alternating","equal","annoyed",1
"f8b5f43349040753f2f006572bf54566","concerts","alternating","equal","satisfied",5
"f8b5f43349040753f2f006572bf54566","gifts","repeating","just_met","annoyed",1
"f8b5f43349040753f2f006572bf54566","gifts","repeating","just_met","satisfied",4
"f8b5f43349040753f2f006572bf54566","family meals","repeating","just_met","annoyed",1
"f8b5f43349040753f2f006572bf54566","family meals","repeating","just_met","satisfied",4
"f8b5f43349040753f2f006572bf54566","babysitting","alternating","lower","annoyed",1
"f8b5f43349040753f2f006572bf54566","babysitting","alternating","lower","satisfied",5
"f8b5f43349040753f2f006572bf54566","coffee","repeating","lower","annoyed",1
"f8b5f43349040753f2f006572bf54566","coffee","repeating","lower","satisfied",4
"f8b5f43349040753f2f006572bf54566","housemates","repeating","higher","annoyed",1
"f8b5f43349040753f2f006572bf54566","housemates","repeating","higher","satisfied",4
"f8b5f43349040753f2f006572bf54566","fundraising","repeating","lower","annoyed",1
"f8b5f43349040753f2f006572bf54566","fundraising","repeating","lower","satisfied",4
"f8b5f43349040753f2f006572bf54566","restaurant","repeating","equal","annoyed",1
"f8b5f43349040753f2f006572bf54566","restaurant","repeating","equal","satisfied",5
"f8b5f43349040753f2f006572bf54566","meeting prep","repeating","equal","annoyed",1
"f8b5f43349040753f2f006572bf54566","meeting prep","repeating","equal","satisfied",4
"f8b5f43349040753f2f006572bf54566","police","alternating","higher","annoyed",1
"f8b5f43349040753f2f006572bf54566","police","alternating","higher","satisfied",5
"f8b5f43349040753f2f006572bf54566","groceries","alternating","just_met","annoyed",1
"f8b5f43349040753f2f006572bf54566","groceries","alternating","just_met","satisfied",5
"f8b5f43349040753f2f006572bf54566","weekend","alternating","equal","annoyed",1
"f8b5f43349040753f2f006572bf54566","weekend","alternating","equal","satisfied",5
"f8b5f43349040753f2f006572bf54566","architects","alternating","just_met","annoyed",1
"f8b5f43349040753f2f006572bf54566","architects","alternating","just_met","satisfied",5
"5421e041e0e33bed511dfcbd7c4b8726","restaurant","repeating","just_met","annoyed",2
"5421e041e0e33bed511dfcbd7c4b8726","restaurant","repeating","just_met","satisfied",5
"5421e041e0e33bed511dfcbd7c4b8726","weekend","repeating","lower","annoyed",1
"5421e041e0e33bed511dfcbd7c4b8726","weekend","repeating","lower","satisfied",6
"5421e041e0e33bed511dfcbd7c4b8726","meeting prep","alternating","equal","annoyed",4
"5421e041e0e33bed511dfcbd7c4b8726","meeting prep","alternating","equal","satisfied",6
"5421e041e0e33bed511dfcbd7c4b8726","fundraising","repeating","higher","annoyed",5
"5421e041e0e33bed511dfcbd7c4b8726","fundraising","repeating","higher","satisfied",5
"5421e041e0e33bed511dfcbd7c4b8726","police","alternating","equal","annoyed",1
"5421e041e0e33bed511dfcbd7c4b8726","police","alternating","equal","satisfied",3
"5421e041e0e33bed511dfcbd7c4b8726","architects","repeating","higher","annoyed",1
"5421e041e0e33bed511dfcbd7c4b8726","architects","repeating","higher","satisfied",5
"5421e041e0e33bed511dfcbd7c4b8726","coffee","alternating","lower","annoyed",1
"5421e041e0e33bed511dfcbd7c4b8726","coffee","alternating","lower","satisfied",3
"5421e041e0e33bed511dfcbd7c4b8726","housemates","repeating","lower","annoyed",2
"5421e041e0e33bed511dfcbd7c4b8726","housemates","repeating","lower","satisfied",2
"5421e041e0e33bed511dfcbd7c4b8726","groceries","repeating","equal","annoyed",1
"5421e041e0e33bed511dfcbd7c4b8726","groceries","repeating","equal","satisfied",3
"5421e041e0e33bed511dfcbd7c4b8726","group project","alternating","just_met","annoyed",1
"5421e041e0e33bed511dfcbd7c4b8726","group project","alternating","just_met","satisfied",3
"5421e041e0e33bed511dfcbd7c4b8726","babysitting","alternating","higher","annoyed",1
"5421e041e0e33bed511dfcbd7c4b8726","babysitting","alternating","higher","satisfied",4
"5421e041e0e33bed511dfcbd7c4b8726","concerts","repeating","equal","annoyed",2
"5421e041e0e33bed511dfcbd7c4b8726","concerts","repeating","equal","satisfied",3
"5421e041e0e33bed511dfcbd7c4b8726","family meals","alternating","lower","annoyed",1
"5421e041e0e33bed511dfcbd7c4b8726","family meals","alternating","lower","satisfied",4
"5421e041e0e33bed511dfcbd7c4b8726","feedback","alternating","higher","annoyed",1
"5421e041e0e33bed511dfcbd7c4b8726","feedback","alternating","higher","satisfied",5
"5421e041e0e33bed511dfcbd7c4b8726","gifts","repeating","just_met","annoyed",2
"5421e041e0e33bed511dfcbd7c4b8726","gifts","repeating","just_met","satisfied",6
"5421e041e0e33bed511dfcbd7c4b8726","scheduling","alternating","just_met","annoyed",2
"5421e041e0e33bed511dfcbd7c4b8726","scheduling","alternating","just_met","satisfied",5
"9e3f5ba3c240a65c4ae470c3c11519a1","coffee","repeating","just_met","annoyed",1
"9e3f5ba3c240a65c4ae470c3c11519a1","coffee","repeating","just_met","satisfied",6
"9e3f5ba3c240a65c4ae470c3c11519a1","gifts","alternating","higher","annoyed",3
"9e3f5ba3c240a65c4ae470c3c11519a1","gifts","alternating","higher","satisfied",5
"9e3f5ba3c240a65c4ae470c3c11519a1","fundraising","repeating","just_met","annoyed",4
"9e3f5ba3c240a65c4ae470c3c11519a1","fundraising","repeating","just_met","satisfied",1
"9e3f5ba3c240a65c4ae470c3c11519a1","meeting prep","repeating","lower","annoyed",4
"9e3f5ba3c240a65c4ae470c3c11519a1","meeting prep","repeating","lower","satisfied",6
"9e3f5ba3c240a65c4ae470c3c11519a1","architects","repeating","higher","annoyed",4
"9e3f5ba3c240a65c4ae470c3c11519a1","architects","repeating","higher","satisfied",3
"9e3f5ba3c240a65c4ae470c3c11519a1","scheduling","alternating","just_met","annoyed",1
"9e3f5ba3c240a65c4ae470c3c11519a1","scheduling","alternating","just_met","satisfied",7
"9e3f5ba3c240a65c4ae470c3c11519a1","police","alternating","equal","annoyed",1
"9e3f5ba3c240a65c4ae470c3c11519a1","police","alternating","equal","satisfied",6
"9e3f5ba3c240a65c4ae470c3c11519a1","restaurant","repeating","lower","annoyed",6
"9e3f5ba3c240a65c4ae470c3c11519a1","restaurant","repeating","lower","satisfied",1
"9e3f5ba3c240a65c4ae470c3c11519a1","groceries","repeating","higher","annoyed",1
"9e3f5ba3c240a65c4ae470c3c11519a1","groceries","repeating","higher","satisfied",4
"9e3f5ba3c240a65c4ae470c3c11519a1","weekend","alternating","lower","annoyed",1
"9e3f5ba3c240a65c4ae470c3c11519a1","weekend","alternating","lower","satisfied",6
"9e3f5ba3c240a65c4ae470c3c11519a1","concerts","alternating","lower","annoyed",1
"9e3f5ba3c240a65c4ae470c3c11519a1","concerts","alternating","lower","satisfied",6
"9e3f5ba3c240a65c4ae470c3c11519a1","housemates","repeating","equal","annoyed",1
"9e3f5ba3c240a65c4ae470c3c11519a1","housemates","repeating","equal","satisfied",7
"9e3f5ba3c240a65c4ae470c3c11519a1","feedback","alternating","equal","annoyed",1
"9e3f5ba3c240a65c4ae470c3c11519a1","feedback","alternating","equal","satisfied",6
"9e3f5ba3c240a65c4ae470c3c11519a1","group project","repeating","equal","annoyed",6
"9e3f5ba3c240a65c4ae470c3c11519a1","group project","repeating","equal","satisfied",1
"9e3f5ba3c240a65c4ae470c3c11519a1","babysitting","alternating","just_met","annoyed",1
"9e3f5ba3c240a65c4ae470c3c11519a1","babysitting","alternating","just_met","satisfied",6
"9e3f5ba3c240a65c4ae470c3c11519a1","family meals","alternating","higher","annoyed",1
"9e3f5ba3c240a65c4ae470c3c11519a1","family meals","alternating","higher","satisfied",7
"652a6ffeca4875f3bc006f3f582f05e4","coffee","alternating","equal","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","coffee","alternating","equal","satisfied",6
"652a6ffeca4875f3bc006f3f582f05e4","housemates","alternating","just_met","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","housemates","alternating","just_met","satisfied",7
"652a6ffeca4875f3bc006f3f582f05e4","feedback","alternating","higher","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","feedback","alternating","higher","satisfied",6
"652a6ffeca4875f3bc006f3f582f05e4","group project","alternating","equal","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","group project","alternating","equal","satisfied",7
"652a6ffeca4875f3bc006f3f582f05e4","weekend","repeating","equal","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","weekend","repeating","equal","satisfied",7
"652a6ffeca4875f3bc006f3f582f05e4","gifts","alternating","lower","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","gifts","alternating","lower","satisfied",7
"652a6ffeca4875f3bc006f3f582f05e4","babysitting","repeating","just_met","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","babysitting","repeating","just_met","satisfied",7
"652a6ffeca4875f3bc006f3f582f05e4","police","repeating","equal","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","police","repeating","equal","satisfied",7
"652a6ffeca4875f3bc006f3f582f05e4","architects","repeating","just_met","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","architects","repeating","just_met","satisfied",5
"652a6ffeca4875f3bc006f3f582f05e4","groceries","repeating","higher","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","groceries","repeating","higher","satisfied",6
"652a6ffeca4875f3bc006f3f582f05e4","family meals","repeating","higher","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","family meals","repeating","higher","satisfied",7
"652a6ffeca4875f3bc006f3f582f05e4","meeting prep","alternating","lower","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","meeting prep","alternating","lower","satisfied",6
"652a6ffeca4875f3bc006f3f582f05e4","restaurant","alternating","just_met","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","restaurant","alternating","just_met","satisfied",7
"652a6ffeca4875f3bc006f3f582f05e4","concerts","repeating","lower","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","concerts","repeating","lower","satisfied",5
"652a6ffeca4875f3bc006f3f582f05e4","scheduling","repeating","lower","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","scheduling","repeating","lower","satisfied",6
"652a6ffeca4875f3bc006f3f582f05e4","fundraising","alternating","higher","annoyed",1
"652a6ffeca4875f3bc006f3f582f05e4","fundraising","alternating","higher","satisfied",7
"61623ab2395ef82026b8b0912c6eb275","police","repeating","just_met","annoyed",2
"61623ab2395ef82026b8b0912c6eb275","police","repeating","just_met","satisfied",5
"61623ab2395ef82026b8b0912c6eb275","concerts","alternating","higher","annoyed",1
"61623ab2395ef82026b8b0912c6eb275","concerts","alternating","higher","satisfied",6
"61623ab2395ef82026b8b0912c6eb275","group project","alternating","just_met","annoyed",4
"61623ab2395ef82026b8b0912c6eb275","group project","alternating","just_met","satisfied",3
"61623ab2395ef82026b8b0912c6eb275","meeting prep","repeating","higher","annoyed",4
"61623ab2395ef82026b8b0912c6eb275","meeting prep","repeating","higher","satisfied",4
"61623ab2395ef82026b8b0912c6eb275","family meals","repeating","lower","annoyed",3
"61623ab2395ef82026b8b0912c6eb275","family meals","repeating","lower","satisfied",3
"61623ab2395ef82026b8b0912c6eb275","feedback","repeating","just_met","annoyed",1
"61623ab2395ef82026b8b0912c6eb275","feedback","repeating","just_met","satisfied",6
"61623ab2395ef82026b8b0912c6eb275","scheduling","alternating","equal","annoyed",1
"61623ab2395ef82026b8b0912c6eb275","scheduling","alternating","equal","satisfied",6
"61623ab2395ef82026b8b0912c6eb275","babysitting","alternating","equal","annoyed",1
"61623ab2395ef82026b8b0912c6eb275","babysitting","alternating","equal","satisfied",7
"61623ab2395ef82026b8b0912c6eb275","housemates","alternating","just_met","annoyed",1
"61623ab2395ef82026b8b0912c6eb275","housemates","alternating","just_met","satisfied",7
"61623ab2395ef82026b8b0912c6eb275","weekend","alternating","higher","annoyed",1
"61623ab2395ef82026b8b0912c6eb275","weekend","alternating","higher","satisfied",7
"61623ab2395ef82026b8b0912c6eb275","coffee","repeating","equal","annoyed",1
"61623ab2395ef82026b8b0912c6eb275","coffee","repeating","equal","satisfied",7
"61623ab2395ef82026b8b0912c6eb275","architects","alternating","lower","annoyed",1
"61623ab2395ef82026b8b0912c6eb275","architects","alternating","lower","satisfied",6
"61623ab2395ef82026b8b0912c6eb275","fundraising","repeating","equal","annoyed",5
"61623ab2395ef82026b8b0912c6eb275","fundraising","repeating","equal","satisfied",3
"61623ab2395ef82026b8b0912c6eb275","groceries","alternating","lower","annoyed",1
"61623ab2395ef82026b8b0912c6eb275","groceries","alternating","lower","satisfied",6
"61623ab2395ef82026b8b0912c6eb275","gifts","repeating","lower","annoyed",1
"61623ab2395ef82026b8b0912c6eb275","gifts","repeating","lower","satisfied",7
"61623ab2395ef82026b8b0912c6eb275","restaurant","repeating","higher","annoyed",1
"61623ab2395ef82026b8b0912c6eb275","restaurant","repeating","higher","satisfied",7
"b31cf63632646f191510fa06b52a880d","police","repeating","equal","annoyed",1
"b31cf63632646f191510fa06b52a880d","police","repeating","equal","satisfied",2
"b31cf63632646f191510fa06b52a880d","restaurant","alternating","just_met","annoyed",1
"b31cf63632646f191510fa06b52a880d","restaurant","alternating","just_met","satisfied",5
"b31cf63632646f191510fa06b52a880d","housemates","alternating","just_met","annoyed",1
"b31cf63632646f191510fa06b52a880d","housemates","alternating","just_met","satisfied",5
"b31cf63632646f191510fa06b52a880d","groceries","repeating","higher","annoyed",1
"b31cf63632646f191510fa06b52a880d","groceries","repeating","higher","satisfied",3
"b31cf63632646f191510fa06b52a880d","group project","alternating","equal","annoyed",1
"b31cf63632646f191510fa06b52a880d","group project","alternating","equal","satisfied",4
"b31cf63632646f191510fa06b52a880d","feedback","alternating","higher","annoyed",1
"b31cf63632646f191510fa06b52a880d","feedback","alternating","higher","satisfied",4
"b31cf63632646f191510fa06b52a880d","family meals","repeating","higher","annoyed",1
"b31cf63632646f191510fa06b52a880d","family meals","repeating","higher","satisfied",3
"b31cf63632646f191510fa06b52a880d","concerts","repeating","lower","annoyed",1
"b31cf63632646f191510fa06b52a880d","concerts","repeating","lower","satisfied",4
"b31cf63632646f191510fa06b52a880d","meeting prep","alternating","lower","annoyed",1
"b31cf63632646f191510fa06b52a880d","meeting prep","alternating","lower","satisfied",4
"b31cf63632646f191510fa06b52a880d","architects","repeating","just_met","annoyed",2
"b31cf63632646f191510fa06b52a880d","architects","repeating","just_met","satisfied",2
"b31cf63632646f191510fa06b52a880d","gifts","alternating","lower","annoyed",1
"b31cf63632646f191510fa06b52a880d","gifts","alternating","lower","satisfied",5
"b31cf63632646f191510fa06b52a880d","weekend","repeating","equal","annoyed",1
"b31cf63632646f191510fa06b52a880d","weekend","repeating","equal","satisfied",5
"b31cf63632646f191510fa06b52a880d","coffee","alternating","equal","annoyed",1
"b31cf63632646f191510fa06b52a880d","coffee","alternating","equal","satisfied",4
"b31cf63632646f191510fa06b52a880d","babysitting","repeating","just_met","annoyed",1
"b31cf63632646f191510fa06b52a880d","babysitting","repeating","just_met","satisfied",6
"b31cf63632646f191510fa06b52a880d","fundraising","alternating","higher","annoyed",1
"b31cf63632646f191510fa06b52a880d","fundraising","alternating","higher","satisfied",6
"b31cf63632646f191510fa06b52a880d","scheduling","repeating","lower","annoyed",1
"b31cf63632646f191510fa06b52a880d","scheduling","repeating","lower","satisfied",3
"828a2f536c1995be8b7d44f3f3703a9d","housemates","repeating","lower","annoyed",1
"828a2f536c1995be8b7d44f3f3703a9d","housemates","repeating","lower","satisfied",3
"828a2f536c1995be8b7d44f3f3703a9d","police","alternating","equal","annoyed",1
"828a2f536c1995be8b7d44f3f3703a9d","police","alternating","equal","satisfied",7
"828a2f536c1995be8b7d44f3f3703a9d","family meals","alternating","lower","annoyed",1
"828a2f536c1995be8b7d44f3f3703a9d","family meals","alternating","lower","satisfied",7
"828a2f536c1995be8b7d44f3f3703a9d","gifts","repeating","just_met","annoyed",1
"828a2f536c1995be8b7d44f3f3703a9d","gifts","repeating","just_met","satisfied",3
"828a2f536c1995be8b7d44f3f3703a9d","scheduling","alternating","just_met","annoyed",1
"828a2f536c1995be8b7d44f3f3703a9d","scheduling","alternating","just_met","satisfied",7
"828a2f536c1995be8b7d44f3f3703a9d","meeting prep","alternating","equal","annoyed",1
"828a2f536c1995be8b7d44f3f3703a9d","meeting prep","alternating","equal","satisfied",7
"828a2f536c1995be8b7d44f3f3703a9d","weekend","repeating","lower","annoyed",1
"828a2f536c1995be8b7d44f3f3703a9d","weekend","repeating","lower","satisfied",7
"828a2f536c1995be8b7d44f3f3703a9d","babysitting","alternating","higher","annoyed",1
"828a2f536c1995be8b7d44f3f3703a9d","babysitting","alternating","higher","satisfied",6
"828a2f536c1995be8b7d44f3f3703a9d","restaurant","repeating","just_met","annoyed",1
"828a2f536c1995be8b7d44f3f3703a9d","restaurant","repeating","just_met","satisfied",6
"828a2f536c1995be8b7d44f3f3703a9d","feedback","alternating","higher","annoyed",1
"828a2f536c1995be8b7d44f3f3703a9d","feedback","alternating","higher","satisfied",6
"828a2f536c1995be8b7d44f3f3703a9d","coffee","alternating","lower","annoyed",2
"828a2f536c1995be8b7d44f3f3703a9d","coffee","alternating","lower","satisfied",5
"828a2f536c1995be8b7d44f3f3703a9d","fundraising","repeating","higher","annoyed",4
"828a2f536c1995be8b7d44f3f3703a9d","fundraising","repeating","higher","satisfied",5
"828a2f536c1995be8b7d44f3f3703a9d","architects","repeating","higher","annoyed",3
"828a2f536c1995be8b7d44f3f3703a9d","architects","repeating","higher","satisfied",5
"828a2f536c1995be8b7d44f3f3703a9d","group project","alternating","just_met","annoyed",1
"828a2f536c1995be8b7d44f3f3703a9d","group project","alternating","just_met","satisfied",7
"828a2f536c1995be8b7d44f3f3703a9d","groceries","repeating","equal","annoyed",2
"828a2f536c1995be8b7d44f3f3703a9d","groceries","repeating","equal","satisfied",6
"828a2f536c1995be8b7d44f3f3703a9d","concerts","repeating","equal","annoyed",2
"828a2f536c1995be8b7d44f3f3703a9d","concerts","repeating","equal","satisfied",6
"deffe55712d95cb64450731046c6304e","gifts","repeating","lower","annoyed",1
"deffe55712d95cb64450731046c6304e","gifts","repeating","lower","satisfied",7
"deffe55712d95cb64450731046c6304e","weekend","alternating","higher","annoyed",1
"deffe55712d95cb64450731046c6304e","weekend","alternating","higher","satisfied",7
"deffe55712d95cb64450731046c6304e","architects","alternating","lower","annoyed",2
"deffe55712d95cb64450731046c6304e","architects","alternating","lower","satisfied",5
"deffe55712d95cb64450731046c6304e","feedback","repeating","just_met","annoyed",2
"deffe55712d95cb64450731046c6304e","feedback","repeating","just_met","satisfied",4
"deffe55712d95cb64450731046c6304e","scheduling","alternating","equal","annoyed",2
"deffe55712d95cb64450731046c6304e","scheduling","alternating","equal","satisfied",6
"deffe55712d95cb64450731046c6304e","family meals","repeating","lower","annoyed",1
"deffe55712d95cb64450731046c6304e","family meals","repeating","lower","satisfied",7
"deffe55712d95cb64450731046c6304e","housemates","alternating","just_met","annoyed",1
"deffe55712d95cb64450731046c6304e","housemates","alternating","just_met","satisfied",7
"deffe55712d95cb64450731046c6304e","police","repeating","just_met","annoyed",1
"deffe55712d95cb64450731046c6304e","police","repeating","just_met","satisfied",7
"deffe55712d95cb64450731046c6304e","concerts","alternating","higher","annoyed",2
"deffe55712d95cb64450731046c6304e","concerts","alternating","higher","satisfied",5
"deffe55712d95cb64450731046c6304e","babysitting","alternating","equal","annoyed",1
"deffe55712d95cb64450731046c6304e","babysitting","alternating","equal","satisfied",7
"deffe55712d95cb64450731046c6304e","fundraising","repeating","equal","annoyed",2
"deffe55712d95cb64450731046c6304e","fundraising","repeating","equal","satisfied",6
"deffe55712d95cb64450731046c6304e","coffee","repeating","equal","annoyed",2
"deffe55712d95cb64450731046c6304e","coffee","repeating","equal","satisfied",6
"deffe55712d95cb64450731046c6304e","groceries","alternating","lower","annoyed",1
"deffe55712d95cb64450731046c6304e","groceries","alternating","lower","satisfied",7
"deffe55712d95cb64450731046c6304e","meeting prep","repeating","higher","annoyed",1
"deffe55712d95cb64450731046c6304e","meeting prep","repeating","higher","satisfied",7
"deffe55712d95cb64450731046c6304e","restaurant","repeating","higher","annoyed",1
"deffe55712d95cb64450731046c6304e","restaurant","repeating","higher","satisfied",7
"deffe55712d95cb64450731046c6304e","group project","alternating","just_met","annoyed",1
"deffe55712d95cb64450731046c6304e","group project","alternating","just_met","satisfied",7
"93ef0e364e67190dba384525222c2c69","groceries","alternating","equal","annoyed",1
"93ef0e364e67190dba384525222c2c69","groceries","alternating","equal","satisfied",7
"93ef0e364e67190dba384525222c2c69","fundraising","repeating","higher","annoyed",4
"93ef0e364e67190dba384525222c2c69","fundraising","repeating","higher","satisfied",3
"93ef0e364e67190dba384525222c2c69","coffee","repeating","higher","annoyed",4
"93ef0e364e67190dba384525222c2c69","coffee","repeating","higher","satisfied",3
"93ef0e364e67190dba384525222c2c69","restaurant","alternating","just_met","annoyed",4
"93ef0e364e67190dba384525222c2c69","restaurant","alternating","just_met","satisfied",2
"93ef0e364e67190dba384525222c2c69","police","repeating","lower","annoyed",4
"93ef0e364e67190dba384525222c2c69","police","repeating","lower","satisfied",5
"93ef0e364e67190dba384525222c2c69","babysitting","alternating","higher","annoyed",1
"93ef0e364e67190dba384525222c2c69","babysitting","alternating","higher","satisfied",6
"93ef0e364e67190dba384525222c2c69","concerts","repeating","just_met","annoyed",6
"93ef0e364e67190dba384525222c2c69","concerts","repeating","just_met","satisfied",NA
"93ef0e364e67190dba384525222c2c69","gifts","repeating","equal","annoyed",1
"93ef0e364e67190dba384525222c2c69","gifts","repeating","equal","satisfied",2
"93ef0e364e67190dba384525222c2c69","family meals","repeating","equal","annoyed",1
"93ef0e364e67190dba384525222c2c69","family meals","repeating","equal","satisfied",7
"93ef0e364e67190dba384525222c2c69","architects","alternating","equal","annoyed",1
"93ef0e364e67190dba384525222c2c69","architects","alternating","equal","satisfied",7
"93ef0e364e67190dba384525222c2c69","feedback","repeating","lower","annoyed",1
"93ef0e364e67190dba384525222c2c69","feedback","repeating","lower","satisfied",3
"93ef0e364e67190dba384525222c2c69","scheduling","alternating","higher","annoyed",2
"93ef0e364e67190dba384525222c2c69","scheduling","alternating","higher","satisfied",6
"93ef0e364e67190dba384525222c2c69","weekend","repeating","just_met","annoyed",1
"93ef0e364e67190dba384525222c2c69","weekend","repeating","just_met","satisfied",3
"93ef0e364e67190dba384525222c2c69","housemates","alternating","lower","annoyed",1
"93ef0e364e67190dba384525222c2c69","housemates","alternating","lower","satisfied",5
"93ef0e364e67190dba384525222c2c69","meeting prep","alternating","just_met","annoyed",1
"93ef0e364e67190dba384525222c2c69","meeting prep","alternating","just_met","satisfied",7
"93ef0e364e67190dba384525222c2c69","group project","alternating","lower","annoyed",2
"93ef0e364e67190dba384525222c2c69","group project","alternating","lower","satisfied",4
"820e345ff1339c03405aadc67d639a90","group project","repeating","equal","annoyed",2
"820e345ff1339c03405aadc67d639a90","group project","repeating","equal","satisfied",2
"820e345ff1339c03405aadc67d639a90","scheduling","alternating","lower","annoyed",1
"820e345ff1339c03405aadc67d639a90","scheduling","alternating","lower","satisfied",3
"820e345ff1339c03405aadc67d639a90","gifts","repeating","lower","annoyed",1
"820e345ff1339c03405aadc67d639a90","gifts","repeating","lower","satisfied",4
"820e345ff1339c03405aadc67d639a90","coffee","repeating","equal","annoyed",1
"820e345ff1339c03405aadc67d639a90","coffee","repeating","equal","satisfied",7
"820e345ff1339c03405aadc67d639a90","meeting prep","repeating","lower","annoyed",1
"820e345ff1339c03405aadc67d639a90","meeting prep","repeating","lower","satisfied",5
"820e345ff1339c03405aadc67d639a90","police","alternating","equal","annoyed",1
"820e345ff1339c03405aadc67d639a90","police","alternating","equal","satisfied",7
"820e345ff1339c03405aadc67d639a90","family meals","alternating","higher","annoyed",1
"820e345ff1339c03405aadc67d639a90","family meals","alternating","higher","satisfied",7
"820e345ff1339c03405aadc67d639a90","concerts","alternating","lower","annoyed",1
"820e345ff1339c03405aadc67d639a90","concerts","alternating","lower","satisfied",7
"820e345ff1339c03405aadc67d639a90","babysitting","alternating","just_met","annoyed",1
"820e345ff1339c03405aadc67d639a90","babysitting","alternating","just_met","satisfied",7
"820e345ff1339c03405aadc67d639a90","weekend","alternating","equal","annoyed",1
